match,home_team,away_team,market,player_name,player_team,opposition_team,line,over_price,under_price,agency
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 4s,Abhishek Sharma,Sunrisers Hyderabad,Mumbai Indians,3.5,3.6,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 4s,Dewald Brevis,Mumbai Indians,Sunrisers Hyderabad,3.5,3.7,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 4s,Aiden Markram,Sunrisers Hyderabad,Mumbai Indians,3.5,2.75,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 4s,Naman Dhir,Mumbai Indians,Sunrisers Hyderabad,3.5,3.5,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 4s,Heinrich Klaasen,Sunrisers Hyderabad,Mumbai Indians,3.5,2.6,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 4s,Rohit Sharma,Mumbai Indians,Sunrisers Hyderabad,3.5,2.55,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 4s,Rahul Tripathi,Sunrisers Hyderabad,Mumbai Indians,3.5,3.25,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 4s,Ishan Kishan,Mumbai Indians,Sunrisers Hyderabad,3.5,2.7,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 4s,Mayank Agarwal,Sunrisers Hyderabad,Mumbai Indians,3.5,3.6,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 4s,Tilak Varma,Mumbai Indians,Sunrisers Hyderabad,3.5,2.8,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 6s,Dewald Brevis,Mumbai Indians,Sunrisers Hyderabad,4.5,23,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 6s,Ishan Kishan,Mumbai Indians,Sunrisers Hyderabad,4.5,11.5,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 6s,Heinrich Klaasen,Sunrisers Hyderabad,Mumbai Indians,4.5,9.75,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 6s,Travis Michael Head,NA,NA,4.5,17,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 6s,Rohit Sharma,Mumbai Indians,Sunrisers Hyderabad,4.5,10,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 6s,Rahul Tripathi,Sunrisers Hyderabad,Mumbai Indians,4.5,17,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 6s,Tilak Varma,Mumbai Indians,Sunrisers Hyderabad,4.5,12.5,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 6s,Abhishek Sharma,Sunrisers Hyderabad,Mumbai Indians,4.5,19,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 6s,Mayank Agarwal,Sunrisers Hyderabad,Mumbai Indians,4.5,21,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 6s,Hardik Pandya,Mumbai Indians,Sunrisers Hyderabad,4.5,19,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 6s,Naman Dhir,Mumbai Indians,Sunrisers Hyderabad,4.5,19,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 6s,Aiden Markram,Sunrisers Hyderabad,Mumbai Indians,4.5,11.5,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 4s,Rohit Sharma,Mumbai Indians,Sunrisers Hyderabad,8.5,6.4,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 4s,Abhishek Sharma,Sunrisers Hyderabad,Mumbai Indians,8.5,12.5,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 4s,Travis Michael Head,NA,NA,8.5,11,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 4s,Mayank Agarwal,Sunrisers Hyderabad,Mumbai Indians,8.5,12.5,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 4s,Aiden Markram,Sunrisers Hyderabad,Mumbai Indians,8.5,7.75,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 4s,Dewald Brevis,Mumbai Indians,Sunrisers Hyderabad,8.5,14,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 4s,Naman Dhir,Mumbai Indians,Sunrisers Hyderabad,8.5,12,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 4s,Heinrich Klaasen,Sunrisers Hyderabad,Mumbai Indians,8.5,6.6,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 4s,Hardik Pandya,Mumbai Indians,Sunrisers Hyderabad,8.5,11,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 4s,Rahul Tripathi,Sunrisers Hyderabad,Mumbai Indians,8.5,10.5,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 4s,Ishan Kishan,Mumbai Indians,Sunrisers Hyderabad,8.5,7.25,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 4s,Tilak Varma,Mumbai Indians,Sunrisers Hyderabad,8.5,8,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 6s,Naman Dhir,Mumbai Indians,Sunrisers Hyderabad,1.5,4.1,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 6s,Dewald Brevis,Mumbai Indians,Sunrisers Hyderabad,1.5,4.25,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 6s,Ishan Kishan,Mumbai Indians,Sunrisers Hyderabad,1.5,3.1,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 6s,Travis Michael Head,NA,NA,1.5,3.6,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 6s,Abhishek Sharma,Sunrisers Hyderabad,Mumbai Indians,1.5,4,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 6s,Aiden Markram,Sunrisers Hyderabad,Mumbai Indians,1.5,3.05,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 6s,Tilak Varma,Mumbai Indians,Sunrisers Hyderabad,1.5,3.25,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 6s,Rohit Sharma,Mumbai Indians,Sunrisers Hyderabad,1.5,2.85,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 6s,Rahul Tripathi,Sunrisers Hyderabad,Mumbai Indians,1.5,3.6,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 6s,Mayank Agarwal,Sunrisers Hyderabad,Mumbai Indians,1.5,4,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 6s,Heinrich Klaasen,Sunrisers Hyderabad,Mumbai Indians,1.5,2.35,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 6s,Hardik Pandya,Mumbai Indians,Sunrisers Hyderabad,1.5,3.8,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 6s,Travis Michael Head,NA,NA,0.5,2.1,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 6s,Hardik Pandya,Mumbai Indians,Sunrisers Hyderabad,0.5,2.15,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 6s,Heinrich Klaasen,Sunrisers Hyderabad,Mumbai Indians,0.5,1.67,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 6s,Mayank Agarwal,Sunrisers Hyderabad,Mumbai Indians,0.5,2.2,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 6s,Rohit Sharma,Mumbai Indians,Sunrisers Hyderabad,0.5,1.8,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 6s,Glenn Phillips,Sunrisers Hyderabad,Mumbai Indians,0.5,2.5,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 6s,Naman Dhir,Mumbai Indians,Sunrisers Hyderabad,0.5,2.2,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 6s,Dewald Brevis,Mumbai Indians,Sunrisers Hyderabad,0.5,2.25,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 6s,Ishan Kishan,Mumbai Indians,Sunrisers Hyderabad,0.5,1.88,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 6s,Aiden Markram,Sunrisers Hyderabad,Mumbai Indians,0.5,1.88,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 6s,Rahul Tripathi,Sunrisers Hyderabad,Mumbai Indians,0.5,2.1,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 6s,Tilak Varma,Mumbai Indians,Sunrisers Hyderabad,0.5,1.95,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 6s,Abhishek Sharma,Sunrisers Hyderabad,Mumbai Indians,0.5,2.2,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 4s,Travis Michael Head,NA,NA,4.5,4.2,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 4s,Mayank Agarwal,Sunrisers Hyderabad,Mumbai Indians,4.5,4.75,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 4s,Hardik Pandya,Mumbai Indians,Sunrisers Hyderabad,4.5,4.25,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 4s,Naman Dhir,Mumbai Indians,Sunrisers Hyderabad,4.5,4.6,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 4s,Abhishek Sharma,Sunrisers Hyderabad,Mumbai Indians,4.5,4.75,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 4s,Dewald Brevis,Mumbai Indians,Sunrisers Hyderabad,4.5,4.8,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 4s,Aiden Markram,Sunrisers Hyderabad,Mumbai Indians,4.5,3.45,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 4s,Rohit Sharma,Mumbai Indians,Sunrisers Hyderabad,4.5,3.1,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 4s,Heinrich Klaasen,Sunrisers Hyderabad,Mumbai Indians,4.5,3.15,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 4s,Ishan Kishan,Mumbai Indians,Sunrisers Hyderabad,4.5,3.35,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 4s,Rahul Tripathi,Sunrisers Hyderabad,Mumbai Indians,4.5,4.25,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 4s,Tilak Varma,Mumbai Indians,Sunrisers Hyderabad,4.5,3.5,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 6s,Hardik Pandya,Mumbai Indians,Sunrisers Hyderabad,2.5,6.6,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 6s,Rohit Sharma,Mumbai Indians,Sunrisers Hyderabad,2.5,4.4,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 6s,Ishan Kishan,Mumbai Indians,Sunrisers Hyderabad,2.5,4.8,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 6s,Abhishek Sharma,Sunrisers Hyderabad,Mumbai Indians,2.5,7,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 6s,Tilak Varma,Mumbai Indians,Sunrisers Hyderabad,2.5,5.2,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 6s,Mayank Agarwal,Sunrisers Hyderabad,Mumbai Indians,2.5,7,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 6s,Dewald Brevis,Mumbai Indians,Sunrisers Hyderabad,2.5,7.75,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 6s,Rahul Tripathi,Sunrisers Hyderabad,Mumbai Indians,2.5,6.2,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 6s,Travis Michael Head,NA,NA,2.5,6.2,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 6s,Heinrich Klaasen,Sunrisers Hyderabad,Mumbai Indians,2.5,3.5,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 6s,Naman Dhir,Mumbai Indians,Sunrisers Hyderabad,2.5,7,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 6s,Aiden Markram,Sunrisers Hyderabad,Mumbai Indians,2.5,4.8,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 4s,Naman Dhir,Mumbai Indians,Sunrisers Hyderabad,2.5,2.65,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 4s,Rahul Tripathi,Sunrisers Hyderabad,Mumbai Indians,2.5,2.55,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 4s,Mayank Agarwal,Sunrisers Hyderabad,Mumbai Indians,2.5,2.7,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 4s,Abhishek Sharma,Sunrisers Hyderabad,Mumbai Indians,2.5,2.7,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 4s,Travis Michael Head,NA,NA,2.5,2.5,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 4s,Tilak Varma,Mumbai Indians,Sunrisers Hyderabad,2.5,2.25,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 4s,Aiden Markram,Sunrisers Hyderabad,Mumbai Indians,2.5,2.2,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 4s,Hardik Pandya,Mumbai Indians,Sunrisers Hyderabad,2.5,2.55,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 4s,Heinrich Klaasen,Sunrisers Hyderabad,Mumbai Indians,2.5,2.1,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 4s,Ishan Kishan,Mumbai Indians,Sunrisers Hyderabad,2.5,2.2,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 4s,Rohit Sharma,Mumbai Indians,Sunrisers Hyderabad,2.5,2.1,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 4s,Dewald Brevis,Mumbai Indians,Sunrisers Hyderabad,2.5,2.8,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 4s,Dewald Brevis,Mumbai Indians,Sunrisers Hyderabad,6.5,8.25,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 4s,Abhishek Sharma,Sunrisers Hyderabad,Mumbai Indians,6.5,7.75,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 4s,Ishan Kishan,Mumbai Indians,Sunrisers Hyderabad,6.5,5,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 4s,Heinrich Klaasen,Sunrisers Hyderabad,Mumbai Indians,6.5,4.6,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 4s,Tilak Varma,Mumbai Indians,Sunrisers Hyderabad,6.5,5.25,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 4s,Mayank Agarwal,Sunrisers Hyderabad,Mumbai Indians,6.5,7.75,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 4s,Naman Dhir,Mumbai Indians,Sunrisers Hyderabad,6.5,7.5,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 4s,Rahul Tripathi,Sunrisers Hyderabad,Mumbai Indians,6.5,6.75,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 4s,Rohit Sharma,Mumbai Indians,Sunrisers Hyderabad,6.5,4.5,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 4s,Hardik Pandya,Mumbai Indians,Sunrisers Hyderabad,6.5,6.8,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Number of 4s,Travis Michael Head,NA,NA,6.5,7,NA,Neds
